Time [s],Gauge Pressure,Inspiratory differenrtial pressure,Expiratory differenrtial pressure
0,9470,8178,8185
0.0197660000000042,9470,8175,8180
0.0231320000000039,9462,8178,8187
0.0240200000000002,9465,8178,8185
0.0340929999999986,9459,8178,8185
0.043725000000002,9462,8178,8185
0.0506439999999984,9459,8178,8187
0.065055000000001,9459,8178,8185
0.0715270000000032,9462,8178,8185
0.0828619999999987,9462,8178,8185
0.0914380000000037,9459,8178,8182
0.103109000000003,9459,8178,8185
0.112400000000001,9465,8178,8182
0.124095000000004,9462,8178,8185
0.130459000000002,9462,8178,8185
0.144534,9465,8178,8182
0.151009999999999,9465,8178,8182
0.162652999999999,9465,8175,8182
0.171713000000004,9465,8178,8182
0.182839999999999,9465,8175,8185
0.194416000000004,9465,8178,8182
0.200856999999999,9465,8178,8182
0.211398000000003,9465,8178,8185
0.222838000000003,9462,8178,8185
0.232972000000004,9465,8178,8185
0.243001,9465,8178,8185
0.253640000000004,9457,8175,8185
0.262596000000002,9457,8175,8187
0.274048000000001,9451,8178,8187
0.280418000000004,9451,8178,8187
0.289321999999999,9448,8178,8185
0.300876000000002,9448,8178,8185
0.312060000000002,9448,8178,8185
0.323611,9443,8175,8182
0.331938000000001,9446,8178,8182
0.343268000000002,9443,8178,8182
0.354233999999998,9435,8175,8185
0.363239,9443,8175,8182
0.372325000000004,9435,8175,8185
0.381170000000004,9435,8175,8182
0.392732000000002,9432,8175,8182
0.401834999999998,9430,8175,8185
0.413471999999999,9430,8175,8182
0.424106000000002,9424,8175,8182
0.433008000000001,9424,8175,8185
0.444517000000005,9424,8175,8187
0.450965000000004,9418,8175,8185
0.461967000000001,9424,8178,8185
0.473173000000003,9424,8178,8185
0.481735999999998,9424,8178,8185
0.493383000000001,9427,8175,8182
0.502326000000004,9427,8178,8182
0.510815000000001,9427,8175,8185
0.521877000000003,9435,8178,8182
0.532975,9435,8178,8185
0.542031999999999,9432,8178,8187
0.553569000000003,9432,8178,8182
0.562628000000004,9435,8178,8185
0.574226000000003,9432,8178,8187
0.580679000000003,9427,8178,8187
0.592343,9424,8178,8185
0.601384000000003,9420,8178,8185
0.61309,9418,8175,8185
0.622199000000002,9418,8178,8182
0.633033000000005,9415,8178,8185
0.642116999999999,9415,8178,8185
0.653779,9415,8178,8182
0.662855999999998,9410,8178,8182
0.671902000000003,9410,8178,8185
0.680956000000002,9410,8175,8185
0.693294000000002,9407,8178,8185
0.702151999999998,9407,8178,8185
0.710661000000002,9404,8178,8185
0.745220000000003,9401,8178,8185
0.745665000000002,9399,8178,8187
0.745954000000005,9396,8178,8182
0.751708999999998,9401,8178,8185
0.760159999999999,9399,8178,8185
0.771256999999999,9401,8175,8185
0.780315000000002,9399,8175,8180
0.791814000000002,9396,8175,8185
0.800331,9399,8175,8187
0.811224000000003,9399,8175,8182
0.820177000000001,9399,8175,8185
0.830595000000002,9396,8175,8187
0.841559000000004,9393,8175,8187
0.850265,9393,8175,8187
0.861263000000001,9391,8175,8185
0.871850999999999,9391,8181,8187
0.880320000000005,9387,8181,8185
0.891504000000005,9387,8181,8187
0.903238999999999,9381,8181,8187
0.912314000000002,9381,8178,8185
0.921343,9384,8181,8182
0.930872000000001,9376,8181,8182
0.941976000000004,9379,8181,8182
0.950755999999998,9376,8178,8185
0.962395000000001,9371,8178,8182
0.971462000000002,9373,8181,8185
0.983229000000001,9365,8178,8187
0.991945000000001,9365,8178,8185
1.003301,9365,8178,8182
1.009726,9360,8178,8187
1.02132,9357,8178,8185
1.030508,9357,8178,8185
1.042278,9357,8178,8187
1.047994,9354,8178,8185
1.061396,9352,8175,8185
1.070406,9345,8178,8187
1.082051,9345,8178,8185
1.090282,9345,8175,8185
1.099345,9345,8178,8185
1.110458,9345,8178,8182
1.122196,9343,8178,8185
1.133436,9345,8178,8185
1.139882,9334,8178,8187
1.151493,9334,8178,8185
1.160293,9337,8178,8187
1.171947,9332,8175,8185
1.181066,9337,8178,8185
1.192329,9332,8178,8187
1.199665,9329,8178,8185
1.212467,9329,8178,8185
1.219012,9332,8178,8185
1.232836,9332,8178,8185
1.239062,9334,8178,8185
1.252782,9334,8178,8187
1.259311,9334,8178,8185
1.269669,9340,8178,8182
1.278013,9334,8178,8185
1.290725,9337,8178,8185
1.302015,9343,8178,8182
1.311271,9334,8178,8185
1.320064,9334,8178,8190
1.331728,9334,8178,8187
1.340634,9334,8178,8182
1.351862,9337,8178,8185
1.360383,9337,8178,8187
1.37184,9334,8178,8185
1.379943,9334,8178,8182
1.39106,9329,8178,8182
1.402151,9326,8181,8185
1.411031,9324,8181,8185
1.42215,9318,8181,8187
1.427771,9318,8181,8185
1.439009,9315,8181,8187
1.449823,9310,8181,8185
1.460916,9310,8181,8185
1.47218,9307,8181,8185
1.478169,9307,8181,8185
1.492166,9302,8181,8182
1.498594,9307,8178,8185
1.510074,9302,8178,8187
1.519174,9305,8178,8182
1.5281,9302,8178,8185
1.539179,9299,8178,8187
1.550024,9302,8178,8187
1.559055,9299,8178,8185
1.570432,9297,8178,8185
1.579484,9297,8178,8185
1.591059,9297,8178,8185
1.599306,9299,8178,8185
1.611074,9299,8178,8187
1.62238,9293,8178,8182
1.631388,9299,8178,8182
1.64296,9293,8178,8182
1.649416,9297,8178,8187
1.661207,9297,8178,8185
1.670297,9290,8178,8182
1.681429,9297,8178,8187
1.687583,9293,8178,8185
1.698985,9293,8178,8185
1.710419,9290,8178,8182
1.721641,9290,8178,8185
1.727787,9290,8178,8185
1.741873,9290,8178,8185
1.750984,9287,8178,8185
1.762494,9287,8178,8182
1.771636,9282,8178,8182
1.777816,9279,8178,8185
1.789488,9282,8178,8185
1.797656,9282,8178,8182
1.809255,9279,8178,8185
1.820538,9276,8175,8182
1.829489,9270,8175,8185
1.840902,9267,8175,8185
1.84966,9276,8175,8182
1.861203,9267,8175,8185
1.870216,9262,8175,8185
1.881937,9267,8175,8180
1.891041,9265,8175,8187
1.898994,9265,8175,8187
1.907894,9262,8175,8185
1.921752,9262,8178,8185
1.930443,9259,8178,8185
1.942202,9259,8178,8185
1.948669,9254,8178,8182
1.962009,9257,8178,8187
1.970973,9254,8175,8185
1.979812,9257,8178,8185
1.988602,9254,8178,8187
1.999351,9251,8178,8180
2.011024,9254,8178,8185
2.019369,9254,8178,8185
2.028423,9249,8178,8187
2.039106,9251,8178,8185
2.050777,9249,8178,8185
2.061257,9249,8178,8185
2.067723,9251,8178,8185
2.081587,9243,8178,8185
2.087678,9246,8178,8185
2.101465,9243,8178,8182
2.111696,9243,8178,8185
2.11799,9243,8178,8182
2.129334,9243,8178,8185
2.138317,9246,8178,8185
2.149397,9246,8178,8185
2.158499,9243,8178,8182
2.169705,9238,8178,8185
2.178922,9240,8175,8187
2.190324,9240,8178,8187
2.199286,9238,8178,8185
2.210702,9240,8178,8187
2.219159,9235,8178,8185
2.230525,9238,8178,8182
2.239429,9230,8175,8187
2.250678,9235,8175,8182
2.259175,9230,8175,8185
2.270491,9230,8173,8185
2.28122,9232,8175,8185
2.287684,9227,8175,8185
2.298476,9227,8175,8187
2.307125,9227,8175,8187
2.320851,9227,8175,8187
2.329487,9227,8175,8187
2.338559,9227,8181,8185
2.349757,9230,8181,8185
2.358817,9227,8181,8187
2.3705,9224,8181,8182
2.379572,9221,8181,8187
2.391211,9224,8181,8185
2.399599,9224,8181,8185
2.411277,9221,8181,8185
2.41789,9219,8181,8185
2.429312,9219,8181,8182
2.438015,9221,8181,8182
2.449278,9216,8175,8182
2.45827,9216,8175,8185
2.46711,9213,8178,8187
