Time [s],Gauge Pressure,Inspiratory differenrtial pressure,Expiratory differenrtial pressure
0,7809,8250,8180
0.022679999999994,7793,8245,8180
0.0291679999999985,7807,8245,8180
0.0310709999999972,7815,8242,8180
0.0377129999999966,7815,8250,8180
0.0416600000000003,7815,8245,8185
0.0541759999999982,7809,8252,8182
0.0648599999999959,7804,8247,8180
0.0760579999999962,7804,8247,8180
0.0851069999999936,7796,8247,8180
0.095327999999995,7809,8239,8180
0.104181999999994,7804,8247,8182
0.115760999999999,7804,8247,8182
0.125010999999994,7799,8239,8177
0.133305999999997,7801,8245,8180
0.144126999999997,7801,8250,8180
0.152875999999999,7809,8247,8182
0.164606999999997,7791,8239,8180
0.173752,7804,8239,8180
0.185517999999995,7801,8247,8182
0.194147999999998,7804,8245,8180
0.204912,7807,8242,8180
0.216463999999995,7809,8239,8180
0.225381999999996,7796,8245,8180
0.236419999999995,7799,8242,8180
0.242899999999999,7809,8245,8180
0.25459,7809,8242,8180
0.263794999999995,7820,8245,8182
0.275648999999994,7827,8245,8180
0.284706,7829,8242,8180
0.293232999999994,7840,8242,8180
0.304876999999998,7854,8239,8180
0.313898999999999,7851,8245,8180
0.325429,7843,8239,8180
0.334235999999997,7838,8237,8185
0.343347999999999,7851,8237,8185
0.355074999999999,7851,8237,8182
0.364194999999995,7848,8237,8182
0.375411999999997,7865,8239,8182
0.383993999999994,7865,8232,8180
0.393026999999996,7865,8232,8185
0.40663,7862,8237,8185
0.413098999999995,7862,8230,8185
0.424084000000001,7875,8237,8182
0.434813999999996,7865,8232,8180
0.443593999999997,7854,8239,8182
0.455326999999997,7859,8237,8182
0.464267999999997,7859,8239,8182
0.475401999999995,7859,8237,8180
0.484462000000001,7840,8230,8180
0.495853999999994,7875,8227,8180
0.502181999999998,7873,8230,8182
0.515468999999996,7875,8230,8180
0.524668999999996,7862,8237,8182
0.536436999999999,7854,8232,8180
0.543059,7862,8232,8180
0.554876,7867,8232,8177
0.563590999999995,7848,8227,8182
0.575312999999994,7870,8230,8185
0.583396999999998,7859,8230,8180
0.592495999999997,7870,8227,8180
0.603245999999999,7851,8230,8182
0.615085999999998,7859,8230,8180
0.686592999999995,7843,8230,8177
0.687323999999997,7854,8232,8180
0.687608999999995,7854,8232,8180
0.687870999999994,7843,8232,8185
0.688136999999998,7865,8237,8180
0.688385999999994,7862,8230,8180
0.688606,7865,8237,8180
0.693953,7862,8230,8180
0.704746999999998,7857,8230,8182
0.713566999999998,7848,8230,8180
0.722566999999998,7859,8232,8180
0.734206999999998,7881,8230,8182
0.745807999999997,7895,8227,8180
0.75224,7906,8222,8182
0.763914999999997,7929,8219,8182
0.772866,7940,8217,8182
0.784084999999997,7970,8209,8180
0.792593999999994,7988,8204,8182
0.804155999999999,8003,8204,8182
0.815163999999996,8018,8201,8180
0.824178999999994,8031,8196,8180
0.835848999999996,8042,8193,8182
0.841828999999997,8058,8191,8182
0.853180999999999,8064,8191,8180
0.864390999999998,8077,8188,8180
0.873550999999999,8083,8186,8182
0.885064,8094,8186,8182
0.894182999999998,8109,8186,8180
0.905526999999999,8125,8183,8182
0.914380999999999,8144,8181,8182
0.923461999999994,8160,8181,8180
0.932582999999994,8177,8178,8182
0.944289999999995,8185,8178,8182
0.954578999999995,8188,8178,8182
0.963462,8192,8178,8180
0.972628999999998,8198,8178,8182
0.981738999999997,8214,8178,8187
0.995528999999998,8230,8178,8185
1.00210199999999,8241,8181,8185
1.013298,8246,8178,8187
1.022409,8254,8181,8187
1.033775,8257,8178,8187
1.04268399999999,8263,8178,8187
1.05439,8265,8178,8187
1.064785,8271,8178,8190
1.072249,8276,8178,8190
1.08187599999999,8276,8178,8190
1.092076,8276,8178,8187
1.100767,8273,8181,8187
1.114922,8271,8178,8187
1.12436899999999,8268,8181,8187
1.133168,8268,8178,8187
1.142346,8268,8178,8187
1.15129599999999,8273,8178,8190
1.165325,8279,8178,8190
1.173889,8285,8178,8190
