Time [s],Gauge Pressure [cmH2O],Inspiratory differenrtial pressure [cmH2O],Expiratory differenrtial pressure [cmH2O]
0,24.0950664192753,-0.15019186548079,-0.0750959327403949
0.0216799999999964,24.1594343616242,-0.15019186548079,-0.0536399519574249
0.0241139999999973,24.1594343616242,-0.15019186548079,-0.0750959327403949
0.0272539999999992,24.1916183327986,-0.15019186548079,-0.0536399519574249
0.0405719999999974,24.1916183327986,-0.15019186548079,-0.0536399519574249
0.0474049999999977,24.1594343616242,-0.15019186548079,-0.0536399519574249
0.0585570000000004,24.1916183327986,-0.15019186548079,-0.0750959327403949
0.068443000000002,24.1916183327986,-0.15019186548079,-0.0750959327403949
0.077413,24.2130743135816,-0.15019186548079,-0.02145598078297
0.0888800000000032,24.2130743135816,-0.15019186548079,-0.0750959327403949
0.100163000000002,24.2130743135816,-0.15019186548079,-0.0750959327403949
0.109088,24.2130743135816,-0.15019186548079,-0.0750959327403949
0.118088999999998,24.1916183327986,-0.15019186548079,-0.0750959327403949
0.127108,24.2130743135816,-0.15019186548079,-0.0750959327403949
0.13776,24.1916183327986,-0.15019186548079,-0.0536399519574249
0.148488999999998,24.2130743135816,-0.15019186548079,-0.0750959327403949
0.156874000000002,24.2130743135816,-0.15019186548079,-0.0536399519574249
0.168097000000003,24.1916183327986,-0.182375836655245,-0.0536399519574249
0.177121999999997,24.2130743135816,-0.15019186548079,-0.0750959327403949
0.188687999999999,24.1594343616242,-0.15019186548079,-0.0536399519574249
0.196924000000003,24.1594343616242,-0.15019186548079,-0.0536399519574249
0.208436999999996,24.1272503904497,-0.15019186548079,-0.0750959327403949
0.217123000000001,24.0736104384923,-0.15019186548079,-0.0750959327403949
0.228087000000002,24.0736104384923,-0.15019186548079,-0.0750959327403949
0.236984999999997,24.0414264673179,-0.15019186548079,-0.0750959327403949
0.248479000000003,24.0414264673179,-0.15019186548079,-0.0750959327403949
0.259006999999997,24.0092424961434,-0.15019186548079,-0.0536399519574249
0.268102999999996,23.9877865153604,-0.15019186548079,-0.0750959327403949
0.279795,23.955602544186,-0.15019186548079,-0.0536399519574249
0.288854000000001,23.955602544186,-0.15019186548079,-0.0536399519574249
0.297154999999997,23.955602544186,-0.15019186548079,-0.0536399519574249
0.305950000000003,23.955602544186,-0.15019186548079,-0.0750959327403949
0.317183999999997,23.955602544186,-0.15019186548079,-0.0536399519574249
0.328890999999999,23.9877865153604,-0.15019186548079,-0.0750959327403949
0.337781,23.955602544186,-0.15019186548079,-0.0750959327403949
0.346905999999997,23.8590506306626,-0.15019186548079,-0.0750959327403949
0.358606999999999,23.7732267075307,-0.15019186548079,-0.0750959327403949
0.367558000000002,23.7946826883137,-0.15019186548079,-0.0536399519574249
0.379069000000001,23.7946826883137,-0.15019186548079,-0.0750959327403949
0.387078000000002,23.7410427363563,-0.15019186548079,-0.0750959327403949
0.398581,23.6981307747903,-0.15019186548079,-0.0536399519574249
0.407362999999997,23.6981307747903,-0.15019186548079,-0.0750959327403949
0.418711999999999,23.6766747940074,-0.15019186548079,-0.0536399519574249
0.427872000000001,23.6123068516585,-0.182375836655245,-0.0750959327403949
0.438477999999996,23.580122880484,-0.182375836655245,-0.0750959327403949
0.449407000000001,23.580122880484,-0.182375836655245,-0.10727990391485
0.455689,23.580122880484,-0.182375836655245,-0.0536399519574249
0.464595000000003,23.558666899701,-0.182375836655245,-0.0750959327403949
0.479166999999997,23.5264829285266,-0.182375836655245,-0.0536399519574249
0.484822000000001,23.5264829285266,-0.182375836655245,-0.0750959327403949
0.518197000000001,23.4406590053947,-0.182375836655245,-0.0750959327403949
0.520331999999996,23.4728429765692,-0.182375836655245,-0.0750959327403949
0.521062999999998,23.3548350822628,-0.182375836655245,-0.0750959327403949
0.526544999999999,23.3548350822628,-0.15019186548079,-0.0750959327403949
0.539772999999997,23.2904671399139,-0.15019186548079,-0.0536399519574249
0.545788999999999,23.2582831687394,-0.15019186548079,-0.0750959327403949
0.555002000000002,23.1939152263905,-0.15019186548079,-0.0536399519574249
0.566405000000003,23.1617312552161,-0.15019186548079,-0.0750959327403949
0.577731,23.1080913032587,-0.182375836655245,-0.0536399519574249
0.586757999999996,23.1080913032587,-0.15019186548079,-0.10727990391485
0.597914000000003,23.0544513513012,-0.15019186548079,-0.10727990391485
0.606884999999998,22.9900834089523,-0.15019186548079,-0.0750959327403949
0.618428000000002,22.9900834089523,-0.15019186548079,-0.0536399519574249
0.627493999999999,22.9042594858204,-0.15019186548079,-0.0750959327403949
0.636332000000003,22.872075514646,-0.15019186548079,-0.0750959327403949
0.647542000000001,22.850619533863,-0.15019186548079,-0.0750959327403949
0.658951000000002,22.8184355626886,-0.15019186548079,-0.0750959327403949
0.668114000000003,22.7647956107311,-0.15019186548079,-0.0750959327403949
0.677061999999999,22.7862515915141,-0.15019186548079,-0.0750959327403949
0.685890000000001,22.7647956107311,-0.182375836655245,-0.0536399519574249
0.697111999999997,22.6896996779907,-0.182375836655245,-0.0750959327403949
0.707411,22.6896996779907,-0.15019186548079,-0.0536399519574249
