Time [s],Gauge Pressure [cmH2O],Inspiratory differenrtial pressure [cmH2O],Expiratory differenrtial pressure [cmH2O]
0,12.5302927772545,-0.15019186548079,-0.160919855872275
0.0232619999999999,12.49810880608,-0.118007894306335,-0.12873588469782
0.0284330000000002,12.49810880608,-0.15019186548079,-0.10727990391485
0.0295269999999999,12.49810880608,-0.118007894306335,-0.12873588469782
0.0344120000000001,12.4659248349056,-0.118007894306335,-0.0750959327403949
0.0411109999999999,12.49810880608,-0.15019186548079,-0.10727990391485
0.0478350000000001,12.49810880608,-0.118007894306335,-0.12873588469782
0.0619519999999998,12.4659248349056,-0.15019186548079,-0.10727990391485
0.0706759999999997,12.4015568925566,-0.15019186548079,-0.0750959327403949
0.0794030000000001,12.4015568925566,-0.15019186548079,-0.0750959327403949
0.0908310000000001,12.4015568925566,-0.15019186548079,-0.12873588469782
0.099618,12.4015568925566,-0.118007894306335,-0.0750959327403949
0.111163,12.4015568925566,-0.182375836655245,-0.0750959327403949
0.122143,12.3693729213822,-0.118007894306335,-0.0750959327403949
0.128626,12.3693729213822,-0.15019186548079,-0.10727990391485
0.142464,12.3479169405992,-0.15019186548079,-0.0750959327403949
0.148938,12.4444688541226,-0.15019186548079,-0.10727990391485
0.160444,12.3693729213822,-0.15019186548079,-0.10727990391485
0.169262,12.3693729213822,-0.118007894306335,-0.0750959327403949
0.180815,12.3693729213822,-0.118007894306335,-0.0750959327403949
0.189893,12.3693729213822,-0.15019186548079,-0.0750959327403949
0.201238,12.3693729213822,-0.15019186548079,-0.10727990391485
0.210353,12.4015568925566,-0.15019186548079,-0.10727990391485
0.218649,12.3693729213822,-0.15019186548079,-0.0750959327403949
0.232407,12.4015568925566,-0.15019186548079,-0.0750959327403949
0.238933,12.3693729213822,-0.118007894306335,-0.0750959327403949
0.250604,12.4015568925566,-0.15019186548079,-0.10727990391485
0.259409,12.4444688541226,-0.15019186548079,-0.0750959327403949
0.271089,12.4444688541226,-0.15019186548079,-0.10727990391485
0.277113,12.4444688541226,-0.118007894306335,-0.0750959327403949
0.29121,12.49810880608,-0.15019186548079,-0.10727990391485
0.300259,12.4659248349056,-0.15019186548079,-0.0750959327403949
0.311288,12.4659248349056,-0.15019186548079,-0.10727990391485
0.319907,12.4659248349056,-0.15019186548079,-0.0750959327403949
0.331229,12.49810880608,-0.118007894306335,-0.0750959327403949
0.339662,12.5302927772545,-0.118007894306335,-0.10727990391485
0.34872,12.5624767484289,-0.15019186548079,-0.0750959327403949
0.36237,12.5302927772545,-0.15019186548079,-0.0750959327403949
0.368804,12.5839327292119,-0.118007894306335,-0.0750959327403949
0.380026,12.5624767484289,-0.15019186548079,-0.10727990391485
0.391295,12.5624767484289,-0.15019186548079,-0.0750959327403949
0.400349,12.5624767484289,-0.15019186548079,-0.0750959327403949
0.411604,12.49810880608,-0.15019186548079,-0.10727990391485
0.419795,12.5624767484289,-0.15019186548079,-0.10727990391485
0.428454,12.5302927772545,-0.15019186548079,-0.0750959327403949
0.439479,12.5624767484289,-0.15019186548079,-0.0750959327403949
0.450927,12.5302927772545,-0.15019186548079,-0.0750959327403949
0.459942,12.5302927772545,-0.15019186548079,-0.10727990391485
0.471075,12.49810880608,-0.15019186548079,-0.12873588469782
0.480153,12.4659248349056,-0.15019186548079,-0.0750959327403949
0.491378,12.49810880608,-0.118007894306335,-0.0750959327403949
0.497535,12.4659248349056,-0.15019186548079,-0.0750959327403949
0.511693,12.4444688541226,-0.15019186548079,-0.0750959327403949
0.520296,12.4659248349056,-0.15019186548079,-0.0750959327403949
0.531755,12.4444688541226,-0.15019186548079,-0.12873588469782
0.537837,12.4444688541226,-0.15019186548079,-0.12873588469782
0.546928,12.4444688541226,-0.15019186548079,-0.10727990391485
0.560777,12.4659248349056,-0.15019186548079,-0.0536399519574249
0.571942,12.49810880608,-0.15019186548079,-0.0536399519574249
0.578392,12.4659248349056,-0.15019186548079,-0.0750959327403949
0.58958,12.4659248349056,-0.15019186548079,-0.10727990391485
0.598179,12.4015568925566,-0.182375836655245,-0.0750959327403949
0.609281,12.4444688541226,-0.182375836655245,-0.0750959327403949
0.617856,12.4444688541226,-0.182375836655245,-0.0750959327403949
0.629485,12.4444688541226,-0.15019186548079,-0.10727990391485
0.640972,12.4015568925566,-0.182375836655245,-0.0750959327403949
0.649969,12.4659248349056,-0.182375836655245,-0.0750959327403949
0.661418,12.4659248349056,-0.182375836655245,-0.0750959327403949
0.667949,12.4444688541226,-0.182375836655245,-0.0750959327403949
0.67896,12.4659248349056,-0.182375836655245,-0.10727990391485
0.688033,12.4659248349056,-0.15019186548079,-0.0750959327403949
0.699709,12.4015568925566,-0.15019186548079,-0.0750959327403949
0.708759,12.3693729213822,-0.15019186548079,-0.0750959327403949
0.720371,12.4015568925566,-0.15019186548079,-0.0750959327403949
0.729409,12.3693729213822,-0.15019186548079,-0.0536399519574249
0.741107,12.3479169405992,-0.15019186548079,-0.0750959327403949
0.746951,12.3157329694248,-0.15019186548079,-0.10727990391485
0.7612,12.2835489982503,-0.15019186548079,-0.10727990391485
0.767749,12.3157329694248,-0.15019186548079,-0.10727990391485
0.778967,12.3479169405992,-0.15019186548079,-0.0750959327403949
0.78803,12.4015568925566,-0.15019186548079,-0.0750959327403949
0.799685,12.3693729213822,-0.15019186548079,-0.10727990391485
0.808639,12.4444688541226,-0.15019186548079,-0.0750959327403949
0.820295,12.4659248349056,-0.15019186548079,-0.10727990391485
0.828948,12.49810880608,-0.15019186548079,-0.0750959327403949
0.840379,12.5302927772545,-0.15019186548079,-0.0750959327403949
0.851232,12.5624767484289,-0.15019186548079,-0.0750959327403949
0.860331,12.5302927772545,-0.15019186548079,-0.10727990391485
0.871707,12.5839327292119,-0.15019186548079,-0.0750959327403949
0.878158,12.5839327292119,-0.15019186548079,-0.0750959327403949
0.889692,12.5839327292119,-0.15019186548079,-0.0750959327403949
0.897835,12.5839327292119,-0.15019186548079,-0.10727990391485
0.9115,12.5624767484289,-0.15019186548079,-0.0536399519574249
0.918245,12.5302927772545,-0.15019186548079,-0.10727990391485
0.929782,12.5624767484289,-0.15019186548079,-0.10727990391485
0.938348,12.5302927772545,-0.15019186548079,-0.0750959327403949
0.947276,12.49810880608,-0.15019186548079,-0.0750959327403949
0.958864,12.4659248349056,-0.15019186548079,-0.0536399519574249
0.970049,12.4659248349056,-0.15019186548079,-0.10727990391485
0.979076,12.4444688541226,-0.15019186548079,-0.0750959327403949
0.989973,12.4659248349056,-0.118007894306335,-0.10727990391485
1.001345,12.3693729213822,-0.15019186548079,-0.10727990391485
1.007816,12.3693729213822,-0.118007894306335,-0.0750959327403949
1.019481,12.3479169405992,-0.15019186548079,-0.10727990391485
1.028505,12.2835489982503,-0.15019186548079,-0.10727990391485
1.040154,12.2513650270759,-0.15019186548079,-0.12873588469782
1.049208,12.2299090462929,-0.15019186548079,-0.0750959327403949
1.060219,12.1977250751184,-0.15019186548079,-0.0750959327403949
1.069612,12.165541103944,-0.15019186548079,-0.0536399519574249
1.081202,12.1977250751184,-0.15019186548079,-0.12873588469782
1.087282,12.1119011519865,-0.15019186548079,-0.10727990391485
1.098054,12.1119011519865,-0.15019186548079,-0.10727990391485
1.108183,12.0260772288547,-0.15019186548079,-0.0750959327403949
1.119849,12.0260772288547,-0.15019186548079,-0.10727990391485
1.131245,11.9617092865058,-0.15019186548079,-0.10727990391485
1.137627,11.9402533057228,-0.15019186548079,-0.10727990391485
1.149278,11.9080693345483,-0.15019186548079,-0.0750959327403949
1.157833,11.9080693345483,-0.15019186548079,-0.10727990391485
1.169367,11.7793334498505,-0.15019186548079,-0.10727990391485
1.177551,11.811517421025,-0.118007894306335,-0.0750959327403949
1.189194,11.7256934978931,-0.15019186548079,-0.10727990391485
1.200735,11.6935095267186,-0.15019186548079,-0.0750959327403949
1.209879,11.7256934978931,-0.15019186548079,-0.0750959327403949
1.218644,11.6935095267186,-0.15019186548079,-0.0750959327403949
1.227684,11.6613255555442,-0.15019186548079,-0.10727990391485
1.239344,11.6291415843697,-0.118007894306335,-0.10727990391485
1.248376,11.5969576131953,-0.15019186548079,-0.10727990391485
1.26006,11.5647736420208,-0.15019186548079,-0.10727990391485
1.266587,11.4789497188889,-0.15019186548079,-0.0750959327403949
1.280337,11.5325896708464,-0.15019186548079,-0.10727990391485
1.289421,11.4467657477145,-0.15019186548079,-0.0750959327403949
1.300582,11.4253097669315,-0.15019186548079,-0.0750959327403949
1.307073,11.3931257957571,-0.15019186548079,-0.0750959327403949
1.318224,11.4253097669315,-0.118007894306335,-0.10727990391485
1.327247,11.4467657477145,-0.118007894306335,-0.10727990391485
1.338814,11.4253097669315,-0.15019186548079,-0.10727990391485
1.34761,11.3931257957571,-0.15019186548079,-0.10727990391485
1.358946,11.3931257957571,-0.15019186548079,-0.0750959327403949
1.370256,11.3609418245826,-0.15019186548079,-0.0750959327403949
1.376347,11.3609418245826,-0.15019186548079,-0.0750959327403949
1.387544,11.3394858437996,-0.15019186548079,-0.0750959327403949
1.399098,11.3073018726252,-0.15019186548079,-0.10727990391485
1.410638,11.3073018726252,-0.15019186548079,-0.0750959327403949
1.419749,11.3073018726252,-0.15019186548079,-0.0750959327403949
1.4255,11.3073018726252,-0.15019186548079,-0.0750959327403949
1.439656,11.3394858437996,-0.15019186548079,-0.10727990391485
1.448633,11.3394858437996,-0.118007894306335,-0.12873588469782
1.460253,11.3073018726252,-0.15019186548079,-0.0750959327403949
1.469315,11.3073018726252,-0.15019186548079,-0.0750959327403949
1.478403,11.3073018726252,-0.15019186548079,-0.10727990391485
1.488649,11.2751179014507,-0.15019186548079,-0.12873588469782
1.497625,11.2751179014507,-0.15019186548079,-0.0750959327403949
1.50626,11.2751179014507,-0.15019186548079,-0.10727990391485
1.517478,11.2429339302763,-0.15019186548079,-0.12873588469782
1.529203,11.2429339302763,-0.15019186548079,-0.10727990391485
1.537407,11.2214779494933,-0.15019186548079,-0.0750959327403949
1.549024,11.2429339302763,-0.15019186548079,-0.0750959327403949
1.558092,11.2214779494933,-0.15019186548079,-0.0750959327403949
1.567137,11.1892939783188,-0.15019186548079,-0.10727990391485
1.578815,11.1571100071444,-0.118007894306335,-0.0750959327403949
1.587931,11.1892939783188,-0.15019186548079,-0.0750959327403949
1.598661,11.1356540263614,-0.15019186548079,-0.10727990391485
1.607386,11.1356540263614,-0.15019186548079,-0.12873588469782
1.619064,11.103470055187,-0.118007894306335,-0.10727990391485
1.629948,11.103470055187,-0.182375836655245,-0.10727990391485
1.639012,11.103470055187,-0.15019186548079,-0.0750959327403949
1.648021,11.0391021128381,-0.15019186548079,-0.0536399519574249
1.656529,11.0712860840125,-0.182375836655245,-0.10727990391485
1.66819,11.0712860840125,-0.182375836655245,-0.10727990391485
1.67726,11.0391021128381,-0.182375836655245,-0.0750959327403949
1.689008,11.0712860840125,-0.182375836655245,-0.10727990391485
1.697472,11.0712860840125,-0.182375836655245,-0.0750959327403949
